StudentID,Gender,QuestionsSolved,Assessment Score,Attendance,HackathonsParticipated,CGPA,Grading,Score
2301921520026,Female,580,45.71033747121509,69,4,7.977851918315743,Excellent,227.56880507799605
2301921520027,Male,559,19.367992532661304,15,2,7.948717671911921,Excellent,112.9078331036222
2301921520028,Female,589,12.252184586984413,48,3,7.145204720467191,Excellent,186.4660648170297
2301921520029,Male,592,59.67974837025234,44,3,7.854803928981318,Excellent,96.61353236903832
2301921520030,Female,467,65.67159254710293,44,3,6.519441725815139,Excellent,97.24036121576115
2301921520031,Male,468,39.05531719902328,55,0,6.727120309522409,Excellent,229.0708357787518
2301921520032,Female,568,14.132730537699416,73,4,6.847535471138791,Excellent,283.63489010358745
2301921520033,Male,611,10.663289371182517,26,1,5.384616972856488,Excellent,325.8682207570677
2301921520034,Female,609,12.893257847957784,65,0,5.94940609779728,Excellent,121.96678954998188
2301921520035,Male,574,39.12633641101925,63,2,6.14095941842034,Excellent,248.51981976014645
2301921520036,Female,539,17.41536520006673,69,1,5.261472260050752,Excellent,292.34755408012154
2301921520037,Male,554,28.344197909721487,69,1,5.218284856821032,Excellent,167.03982908655848
2301921520038,Female,549,53.18226770375044,55,1,6.067763551041979,Excellent,247.29020741320903
2301921520039,Male,512,57.949078348522704,66,1,8.018905858427967,Excellent,237.6225352214128
2301921520040,Female,561,58.23311351292028,34,3,6.526867831792723,Excellent,248.22366971746152
2301921520041,Male,503,28.314946131022907,58,1,6.05828739968986,Excellent,231.3110586386866
2301921520042,Female,593,38.29404632764515,65,2,7.625128097732231,Excellent,129.138470093758
2301921520043,Male,486,44.75409230758736,47,4,7.808754822028654,Excellent,234.5437373363335
2301921520044,Female,533,67.24509122202312,29,2,7.888891669272444,Excellent,252.75131070515184
2301921520045,Male,543,50.92151236137664,27,3,4.0,Excellent,274.876453708413
2301921520046,Female,533,29.89431194047401,61,4,7.515300272256249,Excellent,293.9988941266547
2301921520047,Male,539,26.63130613278709,32,1,7.563765430015095,Excellent,71.01692269986629
2301921520048,Female,563,35.04553400992897,77,2,6.703611803232368,Excellent,170.5208838094434
2301921520049,Male,480,16.9017034553263,50,3,7.099885156720585,Average,61.270281350039056
2301921520050,Female,565,12.441069492469753,67,4,7.461046962908096,Excellent,123.85441477355712
2301921520051,Male,461,14.186499021409531,13,3,7.935477191694632,Excellent,211.7269040898121
2301921520052,Female,587,11.200354422550872,29,1,6.9863780592187466,Excellent,252.33286244520275
2301921520053,Male,648,19.948559961195883,85,4,6.5715441913992825,Excellent,133.02765637115735
2301921520054,Female,460,43.46716054701574,69,1,6.664310689661083,Average,64.26876954342688
2301921520055,Male,578,47.18620581524706,38,2,5.756259166574193,Excellent,226.8683800777225
2301921520056,Female,650,25.84787481496388,38,2,5.802769539234207,Excellent,292.1599015229576
2301921520057,Male,630,46.92138339350936,40,2,6.342387177957734,Excellent,226.76118937396828
2301921520058,Female,482,48.877558423222354,68,3,5.286571288286623,Excellent,247.63641010354
2301921520059,Male,501,17.771080548741025,57,3,7.61383869367367,Excellent,193.55900155196963
2301921520060,Female,457,10.468698671880986,41,3,5.9290125546259365,Weak,50.19863471081618
2301921520061,Male,522,53.26340721486234,20,0,6.892758695926592,Excellent,169.36453955631188
2301921520062,Female,480,16.37602191635642,55,2,7.331261549308754,Excellent,251.07532967352444
2301921520063,Male,471,67.23803152943856,62,3,7.234238472600233,Excellent,203.139886404032
2301921520064,Female,599,15.680977369563609,33,2,7.385828219076462,Excellent,321.475949649022
2301921520065,Male,530,33.3885570734073,40,4,8.94735674350781,Excellent,109.91128060903782
2301921520066,Female,547,48.11164275146263,59,3,8.26185530733329,Excellent,313.95720344010533
2301921520067,Male,419,67.0,72,2,8.1,Excellent,87.5978075568886
2301921520068,Female,513,11.638659551055824,36,0,5.027818624732468,Excellent,75.0472351147817
2301921520069,Male,633,11.690239194848886,22,3,6.329964537876878,Excellent,269.2670008342084
2301921520070,Female,590,34.941223957538966,19,4,8.283916521897384,Excellent,214.95020023105647
2301921520071,Male,467,67.37093390227972,29,2,7.937454182316864,Excellent,213.0861885353177
2301921520072,Female,510,11.255415549184503,85,3,5.738868202805261,Excellent,122.35436107036588
2301921520073,Male,609,49.258053089547886,51,2,7.556801662833417,Excellent,111.6910192525312
2301921520074,Female,50,60.0,75,2,7.3,Average,322.776339083685
2301921520075,Male,469,33.06791467073883,52,3,7.200682946560561,Excellent,158.22174029434274
2301921520076,Female,533,40.28680885332968,38,3,6.8558655731681934,Excellent,269.4977738023353
2301921520077,Male,641,15.30570178172104,66,3,7.734401494419992,Excellent,158.9605135233563
2301921520078,Female,565,38.0790613037978,62,1,7.131737297187229,Excellent,110.3871929855138
2301921520079,Male,464,53.41325509472864,35,1,5.979769910775286,Excellent,215.68351634996915
2301921520080,Female,528,47.04676026911005,41,3,5.994325023551287,Excellent,72.60267812783559
2301921520081,Male,608,63.010149416645646,53,1,7.074699976781334,Excellent,279.7524447785564
2301921520082,Female,588,12.877621767374876,31,2,5.500508035804656,Excellent,111.36430260182178
2301921520083,Male,560,37.40746425464405,21,0,7.532438417587673,Excellent,275.38711611156856
2301921520084,Female,514,64.88959955955582,55,1,6.463378035785698,Excellent,308.0936359394381
2301921520085,Male,533,43.12584750738435,30,3,7.342836773191856,Excellent,172.52342779859902
2301921520086,Female,541,37.808269920498205,86,3,6.158846334450604,Excellent,253.56017364505064
2301921520087,Male,603,15.399069817184367,73,1,6.523748744733732,Excellent,109.8672184346228
2301921520088,Female,532,20.008030880506794,60,1,5.0,Excellent,184.60240926415204
2301921520089,Male,504,69.1178233839371,62,0,6.058622014443987,Excellent,276.25259104406905
2301921520090,Female,563,41.58499212259858,10,2,7.229740184174767,Excellent,163.83497800512913
2301921520091,Male,555,67.82979229816237,42,1,5.194743280745515,Excellent,229.43842425093973
2301921520092,Female,460,61.72472790598181,11,2,9.106920071369212,Excellent,173.83125851453298
2301921520093,Male,511,20.69717479432205,30,3,9.152286943350944,Excellent,83.8137263249985
2301921520094,Female,620,52.09990231627884,76,3,7.23849135429023,Excellent,296.7069534034641
2301921520095,Male,500,49.41424329968589,60,1,7.708472343856876,Excellent,269.24121767761955
2301921520096,Female,589,12.278320241463774,62,3,5.732908233901386,Excellent,97.04931254024189
2301921520097,Male,526,15.831593624867878,61,4,5.965482445304531,Excellent,180.5804429780694
2301921520098,Female,613,47.46865910734776,43,2,7.555232859938094,Excellent,217.5510634520805
2301921520099,Male,507,15.603518168886268,55,2,5.744322299921236,Excellent,109.76970005050832
2301921520100,Female,509,27.50017399487939,33,2,5.722056581395191,Excellent,162.6941653612542
2301921520101,Male,477,20.029123728213364,87,1,6.27122952983734,Excellent,71.35119617813868
2301921520102,Female,532,20.89112689548776,22,3,7.52614214142023,Excellent,261.1196223514868
2301921520103,Male,531,65.16769543179836,31,3,5.942415395359523,Excellent,251.8351394202585
2301921520104,Female,609,68.12027663872163,27,2,6.515639098395023,Excellent,265.86736118840656
2301921520105,Male,671,17.406250156530078,33,3,5.648273926708192,Excellent,111.11842290037538
2301921520106,Female,552,35.07153119214816,50,3,7.048850082138861,Excellent,271.21915952192217
2301921520107,Male,624,67.80998019591033,20,0,5.842295999257139,Excellent,131.22758605728734
2301921520108,Female,100,50.0,75,0,7.7,Average,44.86367222465998
2301921520109,Male,518,37.15647682917671,79,3,6.487946865169799,Excellent,70.42283677909262
2301921520110,Female,453,55.0814015949685,56,4,7.587565796370635,Excellent,229.19955207123184
2301921520111,Male,465,71.89763372058786,23,3,8.220806978194872,Excellent,197.8109040725661
2301921520112,Female,537,19.67014380541879,52,4,9.14515943180031,Excellent,256.4913620052263
2301921520113,Male,457,65.96850311082986,33,2,8.089598953074647,Excellent,113.36974883939826
2301921520114,Female,592,98.84928213671152,68,1,6.919956439918208,Excellent,132.8946975208499
2301921520115,Male,615,16.447470152655967,28,2,7.1985931845869615,Excellent,233.6314274149708
2301921520116,Female,597,67.55987732818818,77,0,5.878212616762776,Excellent,97.824388431982
2301921520117,Male,498,31.12260038618038,81,3,6.340368647512407,Excellent,186.51751741087887
2301921520118,Female,529,66.8556269172991,53,4,6.8195113357139086,Excellent,186.69571074661755
2301921520119,Male,533,23.214266983819712,50,3,5.619350931467534,Excellent,201.102981958081
2301921520120,Female,590,40.56530927058948,64,2,9.219460869693515,Excellent,230.0085145205639
2301921520121,Male,522,54.17040468054819,19,1,7.17490279620988,Excellent,255.1009269965842
2301921520122,Female,605,59.74935670927948,70,1,7.974406014911044,Excellent,254.37361904260592
2301921520123,Male,551,23.282421136830123,82,2,5.9807358437488025,Excellent,121.4461980285466
2301921520124,Female,475,44.787728429081966,7,3,8.101673809015105,Excellent,139.8396661467548
2301921520125,Male,524,30.5807281777885,19,2,9.09825734177332,Excellent,240.4707331368832
2301921520126,Female,475,50.60632856084783,42,4,7.590553445052985,Excellent,252.06300545836032
2301921520127,Male,568,13.494100656142876,43,3,9.135003758184318,Excellent,324.01823771321153
2301921520128,Female,684,36.755030493433765,48,1,7.819921745293186,Excellent,203.6663526386165
2301921520129,Male,572,55.81171424269391,29,1,7.016596774517661,Excellent,179.2767078218435
2301921520130,Female,639,31.274549880129182,38,3,6.371185038891716,Excellent,181.6247350418222
2301921520131,Male,579,73.65988277106001,53,1,7.104795587969905,Excellent,332.3075560072578
2301921520132,Female,593,22.95141432881632,41,3,8.030439088696523,Excellent,251.946302476038
2301921520133,Male,617,31.78581309354209,30,2,9.18242187231196,Excellent,296.0005876726865
2301921520134,Female,580,53.62427120677495,41,1,7.426546706039245,Excellent,166.04037477411097
2301921520135,Male,643,64.33731100586789,45,2,8.161436270258363,Excellent,242.0240658422771
2301921520136,Female,510,34.53189885179579,74,2,7.122638529628868,Excellent,236.00484671479649
2301921520137,Male,508,39.0656205213089,68,3,7.204860580997317,Excellent,183.32940731838733
2301921520138,Female,581,33.251664251893544,41,0,6.182987500498048,Excellent,129.74147427656413
2301921520139,Male,520,60.32810706920995,71,3,7.7387957163436,Excellent,206.6760235534502
2301921520140,Female,574,40.78699028084077,51,3,7.237901300982603,Excellent,265.0118996862174
2301921520141,Male,571,45.785838903013854,30,3,8.139481546380388,Excellent,224.3147147636649
2301921520142,Female,512,36.09814246295719,82,0,6.046044771080097,Excellent,91.72153228104736
2301921520143,Male,639,26.854718554129164,30,3,5.816458245213799,Excellent,313.3893320566663
2301921520144,Female,640,25.978324363774306,78,2,7.03354462052118,Excellent,297.6605865501747
2301921520145,Male,459,50.919994806135904,62,2,7.432078522782237,Weak,53.04015548740523
2301921520146,Female,574,57.64173647876022,53,3,7.659771319527902,Excellent,170.11206358268387
2301921520147,Male,517,18.647124171655065,56,2,9.188887939765012,Excellent,296.6719131310265
2301921520148,Female,574,36.05732888100204,33,3,7.314587627811003,Excellent,326.9463739199226
2301921520149,Male,629,17.36020463904842,66,1,6.00722582021403,Excellent,123.52251303214256
2301921520150,Female,642,21.87578260046709,57,3,7.8816123214605245,Excellent,323.62595942306115
2301921520151,Male,595,16.291296401856982,22,1,7.804504928911685,Excellent,239.19639877838048
2301921520152,Female,599,51.7630150968338,79,3,6.762921124099867,Excellent,136.65474677724984
2301921520153,Male,485,14.782773926534787,29,4,6.11991126295732,Excellent,107.07465470387508
2301921520154,Female,466,60.46983527781953,64,2,6.03065750571988,Excellent,80.4022655947856
2301921520155,Male,475,33.30487641001906,39,2,8.075619353661434,Excellent,112.5427016303286
2301921520156,Female,577,12.232499001679573,75,3,7.631434065124418,Excellent,173.5326178307527
2301921520157,Male,594,11.843709089792751,52,0,5.503066907327915,Excellent,320.95924654159364
2301921520158,Female,600,29.369859498844804,30,2,7.784237837142815,Excellent,144.37943352393907
2301921520159,Male,593,12.04617768418356,70,2,5.247626765086563,Excellent,251.0091068354282
2301921520160,Female,606,49.68115550034997,38,3,6.189548769618786,Excellent,182.88344418934253
2301921520161,Male,536,25.995620030460884,52,3,8.97599400880284,Excellent,90.75067402674392
2301921520162,Female,491,40.37000152394991,72,3,6.293573556445951,Excellent,153.19814757007686
2301921520163,Male,497,59.08471559890636,37,3,9.318586904286963,Excellent,117.1625884882458
2301921520164,Female,457,31.672338626184228,42,3,7.67055961481983,Excellent,108.14282081749492
2301921520165,Male,540,33.88082556561855,56,2,7.369648013449619,Excellent,253.5035436965848
2301921520166,Female,468,62.925545249834016,24,2,6.624486820222154,Excellent,120.92663721539456
2301921520167,Male,497,29.87726684656789,26,2,7.537476827814359,Excellent,175.73813370959908
2301921520168,Female,512,67.78645494950243,19,4,7.298417928509479,Excellent,110.43277234186968
2301921520169,Male,613,17.25152431848423,78,3,7.259804150496119,Excellent,93.39506559653752
2301921520170,Female,460,19.355486292082347,26,2,6.321343300869884,Excellent,81.04933248936447
2301921520171,Male,606,19.09901553684,48,3,5.949974228123857,Excellent,149.22965311729973
2301921520172,Female,645,11.415699940254145,87,2,5.818786616073052,Excellent,105.26228321422236
2301921520173,Male,532,30.13285043497868,27,3,7.339224512753594,Excellent,233.0183041560008
2301921520174,Female,537,55.81279998372227,13,2,7.682776287963373,Excellent,120.50939257104343
2301921520175,Male,556,33.58642554965009,73,1,6.543837471085622,Excellent,81.26360260706628
2301921520176,Female,585,12.844009371625972,81,3,5.196901104823622,Excellent,173.84700502113503
2301921520177,Male,597,49.9259025100128,46,3,7.748610257448085,Excellent,258.1749912679
2301921520178,Female,583,34.889226642983374,59,2,6.104893787699945,Excellent,240.4765555682949
2301921520179,Male,474,40.36881102263831,22,2,7.553439811443938,Excellent,116.61752292967935
2301921520180,Female,570,41.20929212552133,14,3,8.274233458809878,Excellent,147.31125455527615
2301921520181,Male,645,15.69858216882983,7,3,8.186060378038913,Excellent,190.2816954067268
2301921520182,Female,561,62.91549434016923,59,3,6.722115750240589,Excellent,199.518879802532
2301921520183,Male,554,22.942120776473047,14,2,7.338046357590374,Excellent,266.15872894812264
2301921520184,Female,467,34.50726479801523,35,4,8.273998748434336,Excellent,253.50017693627325
2301921520185,Male,587,14.0898727282337,17,3,7.993502391205279,Excellent,188.01396660088065
2301921520186,Female,513,26.076931276138225,33,3,5.896397899023396,Excellent,74.81587518088827
2301921520187,Male,472,14.812219886494574,62,3,7.961055258803597,Excellent,267.16577648355553
2301921520188,Female,599,14.992003499649172,15,1,7.674351095452098,Excellent,260.0463032407989
2301921520189,Male,620,15.602698792767455,77,0,6.217873151333365,Excellent,284.816555940497
2301921520190,Female,576,12.46414738210254,71,3,6.36559111032951,Excellent,168.37042643528974
2301921520191,Male,593,55.86494986051972,62,2,6.522274844685429,Excellent,306.9040346475268
2301921520192,Female,573,10.582596080700966,41,3,7.231402397370502,Excellent,162.63758361895128
2301921520193,Male,497,15.78155307556699,41,2,7.135266354890094,Excellent,86.20499863245027
2301921520194,Female,551,79.01815460533982,58,2,7.255698914963147,Excellent,225.31684421152823
2301921520195,Male,504,14.483738976592292,65,1,7.751145787611705,Excellent,229.5474132682011
2301921520196,Female,617,70.66537834674978,68,3,5.897634158616404,Excellent,267.89488182125774
2301921520197,Male,523,39.98992452361276,60,1,8.1173544347855,Excellent,86.13168622665484
2301921520198,Female,612,14.083478763451836,40,3,6.287595131258009,Excellent,93.40023389155158
2301921520199,Male,618,46.41921324476985,83,2,5.571053098033026,Excellent,168.76787016949703
2301921520200,Female,644,21.573953503908,31,3,5.581355799494972,Excellent,266.9348976501623
2301921520201,Male,646,56.546217912847865,68,1,6.643462404073956,Excellent,119.85079018200229
2301921520202,Female,592,66.0557106809299,63,1,6.23484404078202,Excellent,186.18640128584303
2301921520203,Male,591,44.77620540312447,64,3,7.968093619579765,Excellent,198.06904886009684
2301921520204,Female,581,19.784443361144767,32,2,7.009298479722319,Excellent,260.45392996778804
2301921520205,Male,495,16.619661256945164,18,1,6.146086034129592,Excellent,117.57807044534276
2301921520206,Female,574,68.49573430090317,57,4,7.192363197855288,Excellent,209.8334466859815
2301921520207,Male,633,22.742001718482328,74,1,5.94573087329995,Excellent,186.01406226214465
2301921520208,Female,521,13.22300424870349,77,2,5.567250028490291,Excellent,261.1014013315916
2301921520209,Male,542,15.748737218817354,62,1,5.970764347092829,Excellent,254.46614985983084
2301921520210,Female,599,28.50836561365216,59,2,6.656060125500468,Excellent,218.46462993509653
2301921520211,Male,475,19.89477829558689,34,2,7.839313249156032,Excellent,134.54705998698813
2301921520212,Female,566,10.51741725567075,65,1,5.189818059909026,Excellent,134.83486129651928
2301921520213,Male,605,70.72518070766367,54,3,8.25829468502287,Excellent,323.63414358234485
2301921520214,Female,552,14.476163703471483,36,2,6.920055852658896,Excellent,146.3829608163592
2301921520215,Male,594,47.99727843405151,16,3,7.0217714943693785,Excellent,258.2427265189542
2301921520216,Female,558,62.49394595372223,32,1,5.12593307462495,Excellent,317.60004993536654
2301921520217,Male,606,25.20518261034573,45,2,6.287013412390229,Excellent,191.43558160788416
2301921520218,Female,522,23.731563800572403,24,0,7.591426703229313,Excellent,92.30232254663036
2301921520219,Male,483,17.564343741376433,74,3,6.4633796485356,Excellent,252.49606241948413
2301921520220,Female,546,17.232159705849384,31,3,6.465549386433812,Excellent,263.0007466846224
2301921520221,Male,581,54.24996830948882,38,3,6.710466837709535,Excellent,168.7959241682657
2301921520222,Female,532,10.90067717706873,59,2,7.288505685252231,Excellent,182.34721452362507
2301921520223,Male,520,70.72048447871782,52,3,6.960968848653232,Excellent,114.33808304092182
2301921520224,Female,619,60.9980344327378,21,3,7.621623326277341,Excellent,219.342656982376
2301921520225,Male,643,24.31201529890059,39,0,5.768316385983668,Excellent,299.6302373616375
2301921520226,Female,601,53.81230624773272,23,1,6.806406345405811,Excellent,234.35650456513144
2301921520227,Male,541,62.448154519355285,25,2,5.88186635307777,Excellent,182.2981790619621
2301921520228,Female,465,18.090390489164704,86,3,5.817068220656347,Excellent,141.16125358806212
2301921520229,Male,532,56.27222898380128,45,0,6.44613252770197,Excellent,188.87393375054432
2301921520230,Female,599,44.33628551858217,7,3,8.939094362200311,Excellent,159.57907437997525
2301921520231,Male,583,24.392225130750347,79,2,5.819625477947445,Excellent,86.75691849512
2301921520232,Female,613,57.41336055587741,66,2,5.676817973111282,Excellent,99.07764411298578
2301921520233,Male,600,11.514304916736537,73,1,6.389544874464972,Excellent,305.5333812239509
2301921520234,Female,454,31.94233240031008,77,2,6.991508414025177,Average,55.46571654814335
2301921520235,Male,479,17.48370111491954,38,0,6.639867550414612,Excellent,95.02484543530508
2301921520236,Female,596,38.933774434893294,12,0,7.5117430206054205,Excellent,329.7036183716788
2301921520237,Male,597,58.08294560255629,46,3,7.983919949586498,Excellent,216.09272357993987
2301921520238,Female,528,11.502697513228384,67,2,6.25865485443205,Excellent,253.0681189628326
2301921520239,Male,490,10.705112082944822,86,2,6.417929927372756,Excellent,169.64739347962896
2301921520240,Female,536,73.86811704396527,77,1,6.597016572381767,Excellent,277.85446825795304
2301921520241,Male,571,60.09521825594652,42,2,8.08869986818596,Excellent,153.70596521315585
2301921520242,Female,618,12.636169313338996,50,0,6.641341442778715,Excellent,171.47353367955913
2301921520243,Male,603,57.718207764056416,60,2,7.586870656263429,Excellent,99.3892036417438
2301921520244,Female,569,38.28238281849832,35,2,7.389032645212184,Excellent,233.46278013597384
2301921520245,Male,503,15.924685633757122,47,2,6.898146400281225,Excellent,285.1736984906896
2301921520246,Female,551,23.80150708377596,49,4,7.11048797498175,Excellent,114.56142807509627
2301921520247,Male,502,34.80752892093909,42,2,6.7002735894049135,Excellent,179.64280585509155
2301921520248,Female,594,12.315496019793043,68,2,6.044499995087714,Excellent,326.7836487961133
2301921520249,Male,645,73.38354992185543,26,2,6.194166133764476,Excellent,237.5033972440856
2301921520250,Female,470,45.35417016255086,22,1,7.64913682819655,Excellent,253.10452470515835
2301921520251,Male,536,10.012399544451796,47,3,6.23414138892773,Excellent,279.9720026411909
2301921520252,Female,453,59.19263620005691,10,2,7.127408865912826,Excellent,118.91260859184274
2301921520253,Male,477,29.274687213878764,41,1,7.913887649138132,Excellent,284.8101814624399
2301921520254,Female,566,65.31568802937741,44,3,8.119393913150377,Excellent,140.03349423511395
2301921520255,Male,503,27.724486144799883,58,0,6.036378738325731,Excellent,141.09010332009146
2301921520256,Female,470,14.202052531153754,62,4,7.403284547023526,Excellent,141.2671848533932
2301921520257,Male,544,16.86894456023873,46,3,8.156508063909445,Excellent,233.17369949589047
2301921520258,Female,576,18.20744163059672,66,2,7.723471858740064,Excellent,252.30917620665912
2301921520259,Male,629,66.46094176813216,27,1,6.530951146310908,Excellent,116.40018482306144
2301921520260,Female,460,21.934930998154897,23,1,9.068581349135728,Weak,51.01764199771793
2301921520261,Male,490,20.214133301498123,37,1,7.302032044341406,Excellent,71.36830407913223
2301921520262,Female,512,69.55067753872927,56,1,6.265677909199434,Excellent,83.59655908001764
2301921520263,Male,541,46.59202865290263,42,2,6.479602227739032,Excellent,220.4368130513488
2301921520264,Female,577,20.54816143390857,65,4,6.445076719199379,Excellent,296.6546018685713
2301921520265,Male,532,17.78525766362725,28,2,5.809433810368462,Excellent,194.3544449198251
2301921520266,Female,478,34.50285906355174,71,3,7.150233269988782,Excellent,256.15132425904307
2301921520267,Male,526,55.68404852652701,66,3,5.559143715511844,Excellent,93.22350198898177
2301921520268,Female,594,40.89513453180186,76,3,5.580788485177057,Excellent,252.23011732989465
2301921520269,Male,476,52.79321240962887,26,0,6.602089195984674,Excellent,134.442142114858
2301921520270,Female,525,34.15895653402379,39,2,6.002798363581937,Excellent,185.65328368737104
2301921520271,Male,545,17.14849489340284,55,3,6.66306345319906,Excellent,245.47067537441896
2301921520272,Female,596,17.12042346123026,73,3,6.53154645971957,Excellent,332.2992199578082
2301921520273,Male,504,66.01655900978656,55,4,7.205842147030335,Excellent,148.91665199699665
2301921520274,Female,459,12.32547360585761,62,3,6.155338560965664,Excellent,263.9083192036886
2301921520275,Male,481,13.728207661600608,76,1,7.153758339869399,Excellent,183.32597897821896
2301921520276,Female,484,13.742962100900684,54,2,7.592786686317039,Excellent,133.9084620029043
2301921520277,Male,489,61.35747165634882,73,0,5.912330507095555,Excellent,229.23190251109577
2301921520278,Female,498,39.08009995479,73,3,5.695630933459946,Excellent,194.8152918533569
2301921520279,Male,473,37.42667184680565,63,2,7.1396198913689854,Excellent,126.70724133677967
2301921520280,Female,634,59.97809399526153,64,3,6.550449330892331,Excellent,189.6943268603632
2301921520281,Male,519,11.155255374868489,51,4,6.547536700350603,Excellent,263.24165001316175
2301921520282,Female,534,31.0941174865834,55,3,7.966548034294946,Excellent,99.96133131456487
2301921520283,Male,512,70.50414200432402,77,2,6.633679371003224,Excellent,290.71860134330365
2301921520284,Female,566,16.141921787902234,44,1,7.332540319535406,Excellent,86.70765717544148
2301921520285,Male,616,44.58909956299532,18,3,8.270262309404739,Excellent,309.5172544877081
2301921520286,Female,581,52.34555402561418,85,1,5.346470592590277,Excellent,117.1966073928648
2301921520287,Male,622,31.27629045249887,42,1,6.894904336340107,Excellent,249.97269580842985
2301921520288,Female,601,12.365909353114205,68,1,6.456742601087269,Excellent,154.7232580081088
2301921520289,Male,539,53.46889182290872,8,2,7.553723151272189,Excellent,186.648113849417
2301921520290,Female,520,62.670690248679534,25,1,7.224197461212005,Excellent,261.74960199702787
2301921520291,Male,455,61.73240420735317,60,4,6.847600418108426,Excellent,126.71492209842282
2301921520292,Female,586,64.01576641693805,56,4,6.849760707133483,Excellent,117.30425133934835
2301921520293,Male,545,68.28337700637786,7,4,8.268794215560215,Excellent,220.22260153303367
2301921520294,Female,586,22.682860447677243,67,0,7.546516637246023,Excellent,110.3978914087952
2301921520295,Male,516,38.35808353664879,51,4,8.101229220504127,Excellent,134.60988350200287
2301921520296,Female,574,48.76727722711402,44,4,5.655954077962678,Excellent,297.5420913240596
2301921520297,Male,504,36.41594344676227,29,4,8.088512305616677,Excellent,203.201807645262
2301921520298,Female,733,60.2549979958786,73,3,6.992559805482,Excellent,256.2616190097276
2301921520299,Male,618,40.965004697268256,22,3,7.605247445547851,Excellent,291.0999963002762
2301921520300,Female,614,63.94334561435372,34,1,6.733972454233466,Excellent,108.25094859277306
2301921520301,Male,504,20.34831061067661,32,3,6.11384878785912,Excellent,154.7321907589212
2301921520302,Female,596,58.25530853035795,48,0,6.649250251661805,Excellent,306.375093062431
2301921520303,Male,566,38.43103712916496,20,2,6.337554980209877,Excellent,166.0044210991692
2301921520304,Female,517,20.93479050622784,54,4,6.984659918557174,Excellent,207.74975698898268
2301921520305,Male,627,68.85933039400157,42,2,8.060881655966949,Excellent,144.07956243013436
2301921520306,Female,594,34.764911312681136,59,1,7.392897358425,Excellent,293.3152681106543
2301921520307,Male,626,21.78930748716884,24,4,7.083796990096799,Excellent,296.90438622634423
2301921520308,Female,557,72.92645542568758,47,4,9.24573804877044,Excellent,152.16941272524713
2301921520309,Male,511,20.07293388986956,82,1,5.322286081625407,Excellent,193.16645233021163
2301921520310,Female,473,48.57320187653795,62,3,6.129514334361546,Excellent,99.93098923168446
2301921520311,Male,624,72.41793057518453,62,2,5.630756943866611,Excellent,239.38689306028857
2301921520312,Female,588,20.22835155693147,61,2,8.157229638804093,Excellent,298.8829647446876
2301921520313,Male,647,41.98555035647183,67,1,5.680087787496653,Excellent,107.75584068193484
2301921520314,Female,518,26.14955871303817,47,0,5.796359847886648,Excellent,215.5375873096848
2301921520315,Male,630,14.187118062189596,67,1,7.844039214925591,Excellent,251.64421384850803
2301921520316,Female,640,63.94582585891811,25,0,6.253451854215859,Excellent,122.19065146610714
2301921520317,Male,616,33.736954028943046,30,4,5.534508880538856,Excellent,225.9901039697606
